message,cleaned,predicted,tags,inquiry,ALL_Categories
لو سمحت  يا دكتور أنا عندي مشكلة في الركبة اليمني التهاب مزمن في وتر الأرصفة وتورم في المفصل وارتفاع في درجة حرارة الركبة وانتقل الي الركبة اليسري بنفس الأعراض  هل ممكن تكون مشكلة أوعية دموية خصوصا أن مفيش اي تحسن,لو سمحت يا دكتور انا عندي مشكلة في الركبة اليمني التهاب مزمن في وتر الارصفة وتورم في المفصل وارتفاع في درجة حرارة الركبة وانتقل الي الركبة اليسري بنفس الاعراض هل ممكن تكون مشكلة اوعية دموية خصوصا ان مفيش اي تحسن,obj,Medical_consult-,1,Medical-Consultation
عندي دواللي ساقين,عندي دواللي ساقين,obj,Medical_consult-,1,Medical-Consultation
لو سمحت يادكتور أنه عندي عضله في صضري شده علي طول,لو سمحت يا دكتور انه عندي عضله في صضري شده علي طول,obj,Medical_consult-,1,Medical-Consultation
مواعيد الكشف امته,مواعيد الكشف امته,obj,datetime-,1,Appointments-Inquiry
السلام عليكم,السلام عليكم,obj,,0,General Conversation
دكتور جميل ورائع وعن تجربه لانه عمل لى عمليه,دكتور جميل ورائع وعن تجربه لانه عمل لي عمليه,pos,Medical_consult-,1,Positive-Feedback
العياده فين يا دكتور,العياده فين يا دكتور,obj,place-,1,Location-Inquiry
العنوان انا من القاهره,العنوان انا من القاهره,obj,place-,1,Location-Inquiry
محمد عبدالقادر,محمد عبدالقادر,obj,,0,General Conversation
عبده اروي,عبده اروي,obj,,0,General Conversation
حضرتك بتعامل  مع شركات تأمين بالكرنيهات لشركات ميدرايت,حضرتك بتعامل مع شركات تامين بالكرنيهات لشركات ميدرايت,obj,insurance-,1,Insurance-Inquiry
العنوان ولوحزرع فك كامل كام,العنوان ولوحزرع فك كامل كام,obj,price-place-,1,Mixed-Inquiries
الطقم المتحرك بكام,الطقم المتحرك بكام,obj,price-,1,Price-Inquiry
كم سعر الضرس والسنه,كم سعر الضرس والسنه,obj,Medical_consult-price-,1,Mixed-Inquiries
ممكن اعرف بكام التلبيسه الزيركون والايماكس,ممكن اعرف بكام التلبيسه الزيركون والايماكس,obj,Medical_consult-price-,1,Mixed-Inquiries
العنوان لوسمحت في الاسكندريه,العنوان لوسمحت في الاسكندريه,obj,place-,1,Location-Inquiry
لو سمحت هو ينفع تركيبه ثابته فى الفك العلوى مع العلم ان مفيش غير جدرين صغيرين ولو ينفع تكلف كام,لو سمحت هو ينفع تركيبه ثابته في الفك العلوي مع العلم ان مفيش غير جدرين صغيرين ولو ينفع تكلف كام,obj,Medical_consult-price-,1,Mixed-Inquiries
اسعار الزريكون والايماكس والفينرز,اسعار الزريكون والايماكس والفينرز,obj,price-,1,Price-Inquiry
كام زرع فك كامل,كام زرع فك كامل,obj,Medical_consult-price-,1,Mixed-Inquiries
تمويت العصب بكام والتلبيسه للضرس بكام,تمويت العصب بكام والتلبيسه للضرس بكام,obj,Medical_consult-price-,1,Mixed-Inquiries
زرع الضرس بكام والسنة بكام,زرع الضرس بكام والسنة بكام,obj,Medical_consult-price-,1,Mixed-Inquiries
تركيب الضرس بكام,تركيب الضرس بكام,obj,Medical_consult-price-,1,Mixed-Inquiries
كم تكلفه الضرس,كم تكلفه الضرس,obj,Medical_consult-price-,1,Mixed-Inquiries
ممكن سعر السنة الزركون,ممكن سعر السنة الزركون,obj,price-,1,Price-Inquiry
"بكام زراعة الضرس
وبكام تركيب ضرس مكان ضرس مخلوع",بكام زراعة الضرس وبكام تركيب ضرس مكان ضرس مخلوع,obj,Medical_consult-price-place-,1,Mixed-Inquiries
كام سعر الزريكون,كام سعر الزريكون,obj,price-,1,Price-Inquiry
بكام الكراون الزيركون,بكام الكراون الزيركون,obj,price-,1,Price-Inquiry
كم تكلفه الفك السفلي,كم تكلفه الفك السفلي,obj,Medical_consult-price-,1,Mixed-Inquiries
زراعة السنة كام,زراعة السنة كام,obj,Medical_consult-price-,1,Mixed-Inquiries
تركيب أو زرع الضرس بكام والسنه بكام,تركيب او زرع الضرس بكام والسنه بكام,obj,Medical_consult-price-,1,Mixed-Inquiries
ممكن سعر السنه الزركون,ممكن سعر السنه الزركون,obj,price-,1,Price-Inquiry
منورنا يا دكتور,منورنا يا دكتور,obj,,0,General Conversation
يا دكتور ما هو افضل نوع التاكم ف ف الاسنان,يا دكتور ما هو افضل نوع التاكم ف الاسنان,obj,Medical_consult-,1,Medical-Consultation
كام زرع ٣ضروس,كام زرع ٣ضروس,obj,Medical_consult-price-,1,Mixed-Inquiries
بكام لوسمحت السعر مع عنوانكم,بكام لوسمحت السعر مع عنوانكم,obj,price-place-,1,Mixed-Inquiries
الجلسه بكام,الجلسه بكام,obj,price-,1,Price-Inquiry
بكام الجلسه فرع المعادي الجديد,بكام الجلسه فرع المعادي الجديد,obj,price-place-,1,Mixed-Inquiries
ممكن معلومات عن بلازما تساقط الشعر وبلازما الجلد ,ممكن معلومات عن بلازما تساقط الشعر وبلازما الجلد,obj,Medical_consult-,1,Medical-Consultation
لو سمحت ممكن تفاصيل وسعر الجلسة في اسكندرية,لو سمحت ممكن تفاصيل وسعر الجلسة في اسكندرية,obj,price-place-,1,Mixed-Inquiries
تفاصيل,تفاصيل,obj,,1,General-Inquiry
"بسم الله ماشاء الله والله اكبر
الله يحفظك ويبارك فيك ويوفقك أن شاء الله",بسم الله ماشاء الله والله اكبر الله يحفظك ويبارك فيك ويوفقك ان شاء الله,pos,,0,Positive-Feedback
مواعيد ةسعر الكشف,مواعيد ةسعر الكشف,obj,datetime-,1,Appointments-Inquiry
ما شاء الله وبالتوفيق ان شاء الله من نجاح الى نجاح,ما شاء الله وبالتوفيق ان شاء الله من نجاح الي نجاح,pos,,0,Positive-Feedback
اسكندرية,اسكندرية,obj,place-,1,Location-Inquiry
حضرتكم متعاقدين مع ميد شلد,حضرتكم متعاقدين مع ميد شلد,obj,insurance-,1,Insurance-Inquiry
فين المكان,فين المكان,obj,place-,1,Location-Inquiry
ممكن رقم موبيل للتواصل,ممكن رقم موبيل للتواصل,obj,Booking-,1,Booking-Inquiry
لو سمحت عيادة الانف واذن مين شغال فيها اليومفرع شلالات,لو سمحت عيادة الانف واذن مين شغال فيها اليومفرع شلالات,obj,place-,1,Location-Inquiry
نقابة الأطباء  متعاقدة مع أندلسية برجاء الرد,نقابة الاطباء متعاقدة مع اندلسية برجاء الرد,obj,,0,General Conversation
فيه تعامل مع نقابه الاطباء,فيه تعامل مع نقابه الاطباء,obj,service-,1,Services-Inquiry
تكلفة فحوصات القلب فرع القاهرة كام لو سمحت,تكلفة فحوصات القلب فرع القاهرة كام لو سمحت,obj,Medical_consult-price-place-,1,Mixed-Inquiries
تكلفه فحوصات القلب,تكلفه فحوصات القلب,obj,Medical_consult-price-,1,Mixed-Inquiries
متعاقدين مع نقابه المحامين,متعاقدين مع نقابه المحامين,obj,insurance-,1,Insurance-Inquiry
قيمة الفحوصات كام,قيمة الفحوصات كام,obj,Medical_consult-price-,1,Mixed-Inquiries
تكلفة الفحوصات دي كام تقريبا,تكلفة الفحوصات دي كام تقريبا,obj,Medical_consult-price-,1,Mixed-Inquiries
تكلفه كام,تكلفه كام,obj,price-,1,Price-Inquiry
قيمه الكشف,قيمه الكشف,obj,,0,General Conversation
اسعار الفحوصات في القاهره كام,اسعار الفحوصات في القاهره كام,obj,Medical_consult-price-place-,1,Mixed-Inquiries
اسعار الفحوصات ف القاهره,اسعار الفحوصات ف القاهره,obj,Medical_consult-price-place-,1,Mixed-Inquiries
استشارة فية دكتور شخصلى قصور فى الشريان التاجى بعد عمل رسم قلب بالمجهود وتم عمل استرة وقالى مفيش حاجة غير انقباضات فى الشريان التاجى بتقلل مجرى سير الدم,استشارة فية دكتور شخصلي قصور في الشريان التاجي بعد عمل رسم قلب بالمجهود وتم عمل استرة وقالي مفيش حاجة غير انقباضات في الشريان التاجي بتقلل مجري سير الدم,obj,Medical_consult-,1,Medical-Consultation
سلام عليكم ممكن اعرف طريقة الحجز والمواعيد,سلام عليكم ممكن اعرف طريقة الحجز والمواعيد,obj,Booking-,1,Booking-Inquiry
انا بحاول احجز من Book now لقيت في خيارات المعادي او اسكندريه هو الدكتور في انهي فرع,انا بحاول احجز من book now لقيت في خيارات المعادي او اسكندريه هو الدكتور في انهي فرع,obj,datetime-place-,1,Mixed-Inquiries
بكام الكشف,بكام الكشف,obj,price-,1,Price-Inquiry
الكشف بكام,الكشف بكام,obj,price-,1,Price-Inquiry
حقيقي مستشفي محترمه للغايهجزاكم الله خيرا,حقيقي مستشفي محترمه للغايهجزاكم الله خيرا,pos,,0,Positive-Feedback
فعلا مستشفى جدا طاقم طوارئ فيها ترفع له قبعة مافيش زيه باقي مستشفيات,فعلا مستشفي جدا طاقم طوارئ فيها ترفع له قبعة ما في زيه باقي مستشفيات,obj,,0,General Conversation
فعلا قسم الطوارئ متميز جدا بالتوفيق ان شاء الله دايما وربنا يقويكم ويجازيكم خير,فعلا قسم الطوارئ متميز جدا بالتوفيق ان شاء الله دايما وربنا يقويكم ويجازيكم خير,pos,,0,Positive-Feedback
ربنا يوفقك ويبارك فيك يارب ويحميك ويحفظك من كل شر يارب,ربنا يوفقك ويبارك فيك يا رب ويحميك ويحفظك من كل شر يا رب,pos,,0,Positive-Feedback
ماشاء الله ربنا يجعله في ميزان حسناتكم ,ماشاء الله ربنا يجعله في ميزان حسناتكم,pos,,0,Positive-Feedback
ربنا يوفقك دايما يا جمال بيه Mohamed Mohammed Elsayed Elgammal,ربنا يوفقك دايما يا جمال بيه mohamed mohammed elsayed elgammal,pos,,0,Positive-Feedback
جزاكم الله خيرا وبارك الله فيكم ومصر بخير بشبابها الجميل ده ماشاء الله,جزاكم الله خيرا وبارك الله فيكم ومصر بخير بشبابها الجميل ده ماشاء الله,pos,,0,Positive-Feedback
