message,predicted,tags,inquiry,ALL_Categories,cleaned
عندي دواللي ساقين,obj,,1,General-Inquiry,عندي دواللي ساقين
لو سمحت يادكتور أنه عندي عضله في صضري شده علي طول,obj,Medical_consult-,1,Medical-Consultation,لو سمحت يا دكتور انه عندي عضله في صضري شده علي طول
مواعيد الكشف امته,obj,datetime-PriceBooking-,1,Mixed-Inquiries,مواعيد الكشف امته
السلام عليكم,obj,,0,General Conversation,السلام عليكم
دكتور جميل ورائع وعن تجربه لانه عمل لى عمليه,pos,,0,Positive-Feedback,دكتور جميل ورائع وعن تجربه لانه عمل لي عمليه
العياده فين يا دكتور,obj,place-place-,1,Mixed-Inquiries,العياده فين يا دكتور
العنوان انا من القاهره,obj,place-place-,1,Mixed-Inquiries,العنوان انا من القاهره
محمد عبدالقادر,obj,,0,General Conversation,محمد عبدالقادر
عبده اروي,obj,,0,General Conversation,عبده اروي
حضرتك بتعامل  مع شركات تأمين بالكرنيهات لشركات ميدرايت,obj,insurance-support-,1,Mixed-Inquiries,حضرتك بتعامل مع شركات تامين بالكرنيهات لشركات ميدرايت
العنوان ولوحزرع فك كامل كام,obj,price-place-place-,1,Mixed-Inquiries,العنوان ولوحزرع فك كامل كام
الطقم المتحرك بكام,obj,price-,1,Price-Inquiry,الطقم المتحرك بكام
كم سعر الضرس والسنه,obj,price-,1,Price-Inquiry,كم سعر الضرس والسنه
ممكن اعرف بكام التلبيسه الزيركون والايماكس,obj,price-,1,Price-Inquiry,ممكن اعرف بكام التلبيسه الزيركون والايماكس
العنوان لوسمحت في الاسكندريه,obj,place-place-,1,Mixed-Inquiries,العنوان لوسمحت في الاسكندريه
لو سمحت هو ينفع تركيبه ثابته فى الفك العلوى مع العلم ان مفيش غير جدرين صغيرين ولو ينفع تكلف كام,obj,price-Medical_consult-,1,Mixed-Inquiries,لو سمحت هو ينفع تركيبه ثابته في الفك العلوي مع العلم ان مفيش غير جدرين صغيرين ولو ينفع تكلف كام
اسعار الزريكون والايماكس والفينرز,obj,price-,1,Price-Inquiry,اسعار الزريكون والايماكس والفينرز
كام زرع فك كامل,obj,price-,1,Price-Inquiry,كام زرع فك كامل
تمويت العصب بكام والتلبيسه للضرس بكام,obj,price-Medical_consult-,1,Mixed-Inquiries,تمويت العصب بكام والتلبيسه للضرس بكام
زرع الضرس بكام والسنة بكام,obj,price-Medical_consult-,1,Mixed-Inquiries,زرع الضرس بكام والسنة بكام
تركيب الضرس بكام,obj,price-Medical_consult-,1,Mixed-Inquiries,تركيب الضرس بكام
كم تكلفه الضرس,obj,price-,1,Price-Inquiry,كم تكلفه الضرس
ممكن سعر السنة الزركون,obj,price-,1,Price-Inquiry,ممكن سعر السنة الزركون
"بكام زراعة الضرس
وبكام تركيب ضرس مكان ضرس مخلوع",obj,price-place-Medical_consult-place-,1,Mixed-Inquiries,بكام زراعة الضرس وبكام تركيب ضرس مكان ضرس مخلوع
كام سعر الزريكون,obj,price-,1,Price-Inquiry,كام سعر الزريكون
بكام الكراون الزيركون,obj,price-,1,Price-Inquiry,بكام الكراون الزيركون
كم تكلفه الفك السفلي,obj,price-,1,Price-Inquiry,كم تكلفه الفك السفلي
زراعة السنة كام,obj,price-,1,Price-Inquiry,زراعة السنة كام
تركيب أو زرع الضرس بكام والسنه بكام,obj,price-Medical_consult-,1,Mixed-Inquiries,تركيب او زرع الضرس بكام والسنه بكام
ممكن سعر السنه الزركون,obj,price-,1,Price-Inquiry,ممكن سعر السنه الزركون
منورنا يا دكتور,obj,,0,General Conversation,منورنا يا دكتور
يا دكتور ما هو افضل نوع التاكم ف ف الاسنان,obj,,0,General Conversation,يا دكتور ما هو افضل نوع التاكم ف الاسنان
كام زرع ٣ضروس,obj,price-,1,Price-Inquiry,كام زرع ٣ضروس
بكام لوسمحت السعر مع عنوانكم,obj,price-place-place-,1,Mixed-Inquiries,بكام لوسمحت السعر مع عنوانكم
الجلسه بكام,obj,price-,1,Price-Inquiry,الجلسه بكام
بكام الجلسه فرع المعادي الجديد,obj,price-datetime-place-place-,1,Mixed-Inquiries,بكام الجلسه فرع المعادي الجديد
ممكن معلومات عن بلازما تساقط الشعر وبلازما الجلد ,obj,,1,General-Inquiry,ممكن معلومات عن بلازما تساقط الشعر وبلازما الجلد
لو سمحت ممكن تفاصيل وسعر الجلسة في اسكندرية,obj,price-place-,1,Mixed-Inquiries,لو سمحت ممكن تفاصيل وسعر الجلسة في اسكندرية
تفاصيل,obj,PriceBooking-,1,Booking-Inquiry,تفاصيل
"بسم الله ماشاء الله والله اكبر
الله يحفظك ويبارك فيك ويوفقك أن شاء الله",pos,,0,Positive-Feedback,بسم الله ماشاء الله والله اكبر الله يحفظك ويبارك فيك ويوفقك ان شاء الله
مواعيد ةسعر الكشف,obj,datetime-PriceBooking-,1,Mixed-Inquiries,مواعيد ةسعر الكشف
ما شاء الله وبالتوفيق ان شاء الله من نجاح الى نجاح,pos,,0,Positive-Feedback,ما شاء الله وبالتوفيق ان شاء الله من نجاح الي نجاح
اسكندرية,obj,place-,1,Place-Inquiry,اسكندرية
حضرتكم متعاقدين مع ميد شلد,obj,support-,1,Insurance-Inquiry,حضرتكم متعاقدين مع ميد شلد
فين المكان,obj,place-place-,1,Mixed-Inquiries,فين المكان
ممكن رقم موبيل للتواصل,obj,PriceBooking-,1,Booking-Inquiry,ممكن رقم موبيل للتواصل
لو سمحت عيادة الانف واذن مين شغال فيها اليومفرع شلالات,obj,place-support-,1,Mixed-Inquiries,لو سمحت عيادة الانف واذن مين شغال فيها اليومفرع شلالات
نقابة الأطباء  متعاقدة مع أندلسية برجاء الرد,obj,,1,General-Inquiry,نقابة الاطباء متعاقدة مع اندلسية برجاء الرد
فيه تعامل مع نقابه الاطباء,obj,,0,General Conversation,فيه تعامل مع نقابه الاطباء
تكلفة فحوصات القلب فرع القاهرة كام لو سمحت,obj,price-place-place-,1,Mixed-Inquiries,تكلفة فحوصات القلب فرع القاهرة كام لو سمحت
تكلفه فحوصات القلب,obj,price-,1,Price-Inquiry,تكلفه فحوصات القلب
متعاقدين مع نقابه المحامين,obj,support-,1,Insurance-Inquiry,متعاقدين مع نقابه المحامين
قيمة الفحوصات كام,obj,price-,1,Price-Inquiry,قيمة الفحوصات كام
تكلفة الفحوصات دي كام تقريبا,obj,price-,1,Price-Inquiry,تكلفة الفحوصات دي كام تقريبا
تكلفه كام,obj,price-,1,Price-Inquiry,تكلفه كام
قيمه الكشف,obj,,0,General Conversation,قيمه الكشف
اسعار الفحوصات في القاهره كام,obj,price-place-,1,Mixed-Inquiries,اسعار الفحوصات في القاهره كام
اسعار الفحوصات ف القاهره,obj,price-place-,1,Mixed-Inquiries,اسعار الفحوصات ف القاهره
استشارة فية دكتور شخصلى قصور فى الشريان التاجى بعد عمل رسم قلب بالمجهود وتم عمل استرة وقالى مفيش حاجة غير انقباضات فى الشريان التاجى بتقلل مجرى سير الدم,obj,Medical_consult-,1,Medical-Consultation,استشارة فية دكتور شخصلي قصور في الشريان التاجي بعد عمل رسم قلب بالمجهود وتم عمل استرة وقالي مفيش حاجة غير انقباضات في الشريان التاجي بتقلل مجري سير الدم
سلام عليكم ممكن اعرف طريقة الحجز والمواعيد,obj,datetime-PriceBooking-,1,Mixed-Inquiries,سلام عليكم ممكن اعرف طريقة الحجز والمواعيد
انا بحاول احجز من Book now لقيت في خيارات المعادي او اسكندريه هو الدكتور في انهي فرع,obj,datetime-place-PriceBooking-place-,1,Mixed-Inquiries,انا بحاول احجز من book now لقيت في خيارات المعادي او اسكندريه هو الدكتور في انهي فرع
بكام الكشف,obj,price-,1,Price-Inquiry,بكام الكشف
الكشف بكام,obj,price-,1,Price-Inquiry,الكشف بكام
حقيقي مستشفي محترمه للغايهجزاكم الله خيرا,pos,,0,Positive-Feedback,حقيقي مستشفي محترمه للغايهجزاكم الله خيرا
فعلا مستشفى جدا طاقم طوارئ فيها ترفع له قبعة مافيش زيه باقي مستشفيات,obj,,0,General Conversation,فعلا مستشفي جدا طاقم طوارئ فيها ترفع له قبعة ما في زيه باقي مستشفيات
فعلا قسم الطوارئ متميز جدا بالتوفيق ان شاء الله دايما وربنا يقويكم ويجازيكم خير,pos,,0,Positive-Feedback,فعلا قسم الطوارئ متميز جدا بالتوفيق ان شاء الله دايما وربنا يقويكم ويجازيكم خير
ربنا يوفقك ويبارك فيك يارب ويحميك ويحفظك من كل شر يارب,pos,,0,Positive-Feedback,ربنا يوفقك ويبارك فيك يا رب ويحميك ويحفظك من كل شر يا رب
ماشاء الله ربنا يجعله في ميزان حسناتكم ,pos,,0,Positive-Feedback,ماشاء الله ربنا يجعله في ميزان حسناتكم
ربنا يوفقك دايما يا جمال بيه Mohamed Mohammed Elsayed Elgammal,pos,,0,Positive-Feedback,ربنا يوفقك دايما يا جمال بيه mohamed mohammed elsayed elgammal
جزاكم الله خيرا وبارك الله فيكم ومصر بخير بشبابها الجميل ده ماشاء الله,pos,,0,Positive-Feedback,جزاكم الله خيرا وبارك الله فيكم ومصر بخير بشبابها الجميل ده ماشاء الله
ماشاء الله تبارك الله ربنا يبارك فيكم جميعا ويحفظكم من كل شر ومكروه ربنا يجعلكم عون لكل مريض شباب يرفع الرأس,pos,,0,Positive-Feedback,ماشاء الله تبارك الله ربنا يبارك فيكم جميعا ويحفظكم من كل شر ومكروه ربنا يجعلكم عون لكل مريض شباب يرفع الراس
