message,predicted,tags,inquiry,ALL_Categories
"السلام عليكم ورحمت الله وبركاته 
عندي مشكله في ركبي فيها شيخوخه مبكره والادويه ليس لها نتيجه والمفروض لها عمليه ودلوقتي اعمل اي",obj,,0,Other
فين عيادة الدكتور في الاسكندريه,obj,,0,Other
محبة الرحمن,obj,,0,Other
"عندى آلام فى مفاصل الركبة والكتف دون اى إصابات مسبقة  لا أعلم ربما لوجود سكر  
فضلا عنوان المستشفى بالقاهرة ومواعيد الدكتور",obj,datetime-place-,1,Mixed-Inquiries
نضال الجرمي ابواحمد,obj,,0,Other
كم سعر اشاعه الرنين المغناطيسي,obj,price-,1,Price-Inquiry
وكىف العلاج وم هوه عشان  انا تعبان اوى  ارجوكم يا دكتور,obj,,0,Other
حضرتك عملت تغيير مفصل الركبه اليمين ٢٨ ٨ ولحد الوقت عند ألم فظيع وبتورم  وبمشي اعروج وأخذت علاجات كتير ومسكنات,obj,,0,Other
انا عندي نفس المشكله في دراعي الشمال نفس الي حضرتك كنت بتشرحوا بظبط بقالي اكتر من ٧ شهور نفس الوجع وشكرا جزيلا لحضرتك,obj,,0,Other
أنا ابنى عند قطع فى غضروف الركبة وعاوز عمليه مناظر حضرتك بتعملها وبكام,obj,price-,1,Price-Inquiry
دكتور لو سمحت انا صحيت من النوم وفي ألم شديد في الكتف اليمن  ضربت قلبي في كتف كل ساعة ونص تقريبا,obj,,1,General-Inquiry / Consultation
مواعيد العياده والكشف بكام,obj,price-datetime-,1,Mixed-Inquiries
انا من القاهره الكشف بكام,obj,price-,1,Price-Inquiry
"السلام عليكم ورحمه الله وبركاتة لوسمحت يا دكتور انا صحيت اليوم صباحا وفي الم شديد من فوق الكعب بنصف المشطالقدم كله ومش عارفه ادوس علي رجلي مع ورم والم جنب العظمه فوق الكعب وانا دلوقتي اخدت مسكن ومضاد للالتهابت وبقي الالم خفيف مسكن بروفين سؤالي ياتري ده التهاب واللا ايه انا محصليش اي تصادم باي شي  ياري تقولي اعمل ايه اناخافه لما مفعول المسكن يخلص ويرجع الالم تاني 
وشكرا لحضرتك",obj,,1,General-Inquiry / Consultation
العنوان لو سمحتم فى القاهره,obj,place-,1,Place-Inquiry
عوزه مخ واعصاب في تنميل في الراس والجسم كله,obj,,0,Other
بالتوفيق دكتور محمود,pos,,0,Positive-Feedback
دكتور لوسمهت عندي في مفصل الفك العلوي من عند اللوزن في طقطقه جمده دهلمن اي ارجو الاجابه,obj,,0,Other
ممكن اعرف المواعيد بالنسبة لسكندرية,obj,datetime-,1,Appointments-Inquiry
علاج الم مفصل الركبة,obj,,0,Other
عندى  تهتك  فى غضروف الركبة وعاوز عمليه مناظر حضرتك بتعملها وبكام,obj,price-,1,Price-Inquiry
السلام عليكم يادكتور عندي كسر في مفصل الكتف والدكتور رفد تركيب شريحه ومسامير يفضل متعلق افضل,obj,,0,Other
البلصة بكام,obj,price-,1,Price-Inquiry
بكام البلصه,obj,price-,1,Price-Inquiry
بكام البصله,obj,price-,1,Price-Inquiry
ايه عروض النبضات,obj,,1,General-Inquiry / Consultation
ايه العروض,obj,,1,General-Inquiry / Consultation
ليكم تعامل مع شركه اكسا,obj,,0,Other
وتنميل الاطراف ممكن يكون تصلب شرايين,obj,,0,Other
قطر القلب لوسمحت تكلفة كام,obj,price-,1,Price-Inquiry
تنميل الاطراف سببة فى انسداد الشرايين كام تكلفت العملية القسطرة,obj,price-,1,Price-Inquiry
ما علاج تنميل الاطراف وما سببه,obj,,0,Other
مريض الجلطه الدماغيه التي أثرت على حركة القدم وتنميلها تبع تخصص اوعيه والا مخ واعصاب,obj,,0,Other
لو سمحت ممكن اعرف أسامي دكاترة الصدريه,obj,,1,General-Inquiry / Consultation
الاعراض الاولية وسعر الكشف,obj,price-,1,Price-Inquiry
ما هي الاعراض كام الكشف  وكان تكاليف العمليه وعنوان المستشفى ,obj,price-place-,1,Mixed-Inquiries
سعر الكشف و الفحوصات اللازمة ,obj,price-,1,Price-Inquiry
الكشف كام في الاسكندريه,obj,price-,1,Price-Inquiry
ماهى الاعراض وكم الكشف,obj,,0,Other
الكشف كام,obj,price-,1,Price-Inquiry
ماهي الاعراض لو تكرمت,obj,,0,Other
"Highly recommended surgeon 
من افضل اطباء العظام مهارة وعلما",pos,,0,Positive-Feedback
منور ياد وسام جراح ماهر وخلوق,pos,,0,Positive-Feedback
حقيقي شرف كبير  للمستشفى لوجود حضرتك فيها من أفضل وامهر أطباء العظام,pos,,0,Positive-Feedback
د وسام فخري  من أكفأ جراحي مناظير الكتف والركبة في مصر ولديه خبرة كبيرة في علاج اصابات الملاعب ,obj,,0,Other
اسكندريه ولا القاهره,obj,,0,Other
Ränîä Gämăl,obj,,0,Other
دكتور كنت عايزه اعمل ازاله الجير بالجهاز واعمل اشعه علي درس كان محشي,obj,,0,Other
هل في ضرر يا دكتور لو خلعت ضرس و معملتش زرع مكانه,obj,,1,General-Inquiry / Consultation
هل في علاج بديل لتسوس ضرس العقل غير الخلع ,obj,,1,General-Inquiry / Consultation
دكتور ايه سبب الخط الابيض في عرض الفم من الداخل وبيزيد مع وجع الاسنان,obj,,1,General-Inquiry / Consultation
يا دكتور انا عندي 15 سنه وسناني بتتلخلخ شويه هل هيا ممكن تقع ولو في اي حاجه تثبت الاسنان ,obj,,1,General-Inquiry / Consultation
بكام ازالة شعر الوجه والهالات السوده,obj,price-,1,Price-Inquiry
بكام الجلسة وفي عروض,obj,price-,1,Price-Inquiry
بكام ازاله الشعر للوجه,obj,price-,1,Price-Inquiry
بكام أزاله الشعر بالليزر ,obj,price-,1,Price-Inquiry
بكام النبضة بكام جلسة فراكشنال ليزر,obj,price-,1,Price-Inquiry
بكم الجلسه,obj,price-,1,Price-Inquiry
بكام جلسه الفراكشنال ليزر,obj,price-,1,Price-Inquiry
حقيقي المكان عل علي اعلي مستوه في كل حاجه في الادكتر معملا محترم انا عميل من اربع سنوات عايز اعرف جلسه واحد تجعيد بي كام علشان خارج التعقد في جروب ميد وشكر ارجو الرد ضروري,obj,price-,1,Price-Inquiry
السعر,obj,price-,1,Price-Inquiry
فين العنوان,obj,place-,1,Place-Inquiry
ممكن اعرف سعر النبضه,obj,price-,1,Price-Inquiry
بكام ازالة شعر الوجه,obj,price-,1,Price-Inquiry
بكام جلسه الفراكشنال,obj,price-,1,Price-Inquiry
بكام الجلسه لو بكينى فقط,obj,price-,1,Price-Inquiry
لو سمحت متاح ديرما بن ف العيادات و لا لا,obj,,1,General-Inquiry / Consultation
"بكام الفراكشنال
وهل يستخدم لتضيق المسام وإزالة التجاعيد",obj,price-,1,Price-Inquiry
بكام الفراكشنال,obj,price-,1,Price-Inquiry
بكام ازالة الشعر,obj,price-,1,Price-Inquiry
مياده الجميله,pos,,0,Positive-Feedback
سعر الجلسه كام للوجه,obj,price-,1,Price-Inquiry
بكام أزاله شعر الوجه,obj,price-,1,Price-Inquiry
كام سعر الجلسه للوجه,obj,price-,1,Price-Inquiry
بكام ازاله شعر الوجه,obj,price-,1,Price-Inquiry
بكام النبضه وجلسه فراكشنال ليزر بكام,obj,price-,1,Price-Inquiry
بكام الاسعار لازالة الشعر وتنضيف البشرة,obj,price-,1,Price-Inquiry
بكام البلص في ازالة الشعر بالليزر,obj,price-,1,Price-Inquiry
لو مفيش ألم بس في تسوس هل بيكون وصل للعصب يعني ممكن ميكونش في اي ألم والتسوس يكون واصل للعصب,obj,,1,General-Inquiry / Consultation
ممكن اعرف سعر الكشف والحشو,obj,price-,1,Price-Inquiry
سعر الكشف وحشو العصب,obj,price-,1,Price-Inquiry
العنوان فين لو سمحتي والكشف كام,obj,price-place-,1,Mixed-Inquiries
المسف والحشو بكام وايه العنوان,obj,price-place-,1,Mixed-Inquiries
المكان فين والكشف والحشوبكام,obj,,0,Other
فيه تجميل الاسنان,obj,,0,Other
دكتور عاوزه اعمل ابتسامه هليود,obj,,0,Other
من احسن الاطباء فى مصر,pos,,0,Positive-Feedback
دكتور ممتاز ربنا يجعل الشفا على ايده,pos,,0,Positive-Feedback
في الاسكندريه فرع,obj,place-,1,Place-Inquiry
بكام اختبار الرئه ,obj,price-,1,Price-Inquiry
"بكام قياس كفاءة الرئة 
العنوان فى القاهرة فين",obj,price-place-,1,Mixed-Inquiries
بكام اختبار الرئة في القاهرة,obj,price-,1,Price-Inquiry
هل يتبع النقابات ,obj,,1,General-Inquiry / Consultation
بكام الكشف و الاختبار,obj,price-,1,Price-Inquiry
الكشف كام وكفاءة الرئة,obj,price-,1,Price-Inquiry
تابع الجمارك,obj,,0,Other
كام قياس كفاءة الرئه,obj,price-,1,Price-Inquiry
القاهره,obj,,0,Other
فى تحليل غازات الدم,obj,,0,Other
كام,obj,price-,1,Price-Inquiry
في اختبار نوم وسعره كام,obj,price-,1,Price-Inquiry
بكام الكشف والتست,obj,price-,1,Price-Inquiry
الكشف كام وقياس كفاءه الرئه في اسكندريه,obj,price-,1,Price-Inquiry
هل فيها علاج الأورام اللي على الرئة,obj,,1,General-Inquiry / Consultation
عنوان فرع القاهره ,obj,place-,1,Place-Inquiry
"بكام الكشف و الاختبار 
القاهره",obj,price-,1,Price-Inquiry
افضل دكاتره الصدر مين بفرع سموحه اسكندريه برجاء الرد,obj,place-,1,Place-Inquiry
التفاصيل لو سمحتي والحجز,obj,,1,General-Inquiry / Consultation
بكام وف باكدجات,obj,price-,1,Price-Inquiry
"MsEsraa Saied
تسألي كام هنا",obj,price-,1,Price-Inquiry
تفاصيل,obj,,0,Other
الاسعار ,obj,price-,1,Price-Inquiry
ممكن تفاصيل لو سمحت,obj,,1,General-Inquiry / Consultation
الفراكشنال ليزر بكم للوجه كله,obj,price-,1,Price-Inquiry
ممكن التفاصيل والاسعار لو سمحت فرع الإسكندرية,obj,price-place-,1,Mixed-Inquiries
الاسعار,obj,price-,1,Price-Inquiry
بكام من فضلك,obj,price-,1,Price-Inquiry
يعني بكام,obj,price-,1,Price-Inquiry
ممكن تفاصيل لو سمحتم,obj,,1,General-Inquiry / Consultation
طب والضغط الواطي,obj,,0,Other
فعلا طريقه حلوه اوي و مريحه و مش بتضيع الوقت,pos,,0,Positive-Feedback
ممتازين,pos,,0,Positive-Feedback
"بسأل عن مصل الأنفلونزا 
متوفر ولا لا",obj,,0,Other
"انتم ممتازيين وبخص بالشكر   هيثم صلاح 
د أحمد المحلاوي 
د أيات محمد 
حتي التليفونست ايمان محجوب قمة في الذوق",pos,,0,Positive-Feedback
هدى نوح,obj,,0,Other
باسم محفوظ,obj,,0,Other
مصل الأنفلونزا موجود عندكم في فرع المعادى,obj,place-,1,Place-Inquiry
"ممكن اعرف مواعيد كشف الانف والاذن وقيمة الكشف 
واسم الطبيب  وشكرا",obj,datetime-,1,Appointments-Inquiry
وقانا الله ووقاكم اجمعين,obj,,0,Other
ربنا يسترا علي الجميع,pos,,0,Positive-Feedback
ربنا يشفى كل مريض   دى اقدار,obj,,0,Other
ف دكتور اطفال نفسي,obj,,0,Other
ربنا يوفقك ويقدرك على فعل الخير وكل من يساهم في نشر الخير,pos,,0,Positive-Feedback
عنوان المستشفى ويا ترى فى فرع فى أكتوبر,obj,place-,1,Place-Inquiry
وليد الطربانى,obj,,0,Other
اللهم اجعل الخير في أهل الخير واجمل حاجه التجارة مع الله سبحانه وتعالى,pos,,0,Positive-Feedback
منور يا دكتور هاني ,obj,,0,Other
ربنا يبارك فيك يا دهانى,pos,,0,Positive-Feedback
